SEQ_NO,MEDIA_TY,TITLE_NM,PLACE_NM,PLACE_TY,RELATE_PLACE_DC,OPER_TIME,REST_TIME,RSTDE_GUID_CN,ADDR,LC_LA,LC_LO,TEL_NO,LAST_UPDT_DE
3339,drama,땐뽀걸즈,광안리해수욕장,playground,11회에서 댄스팀이 여행차 이곳에 온다. 그들은 이 해변의 가장 동쪽 끝에서 단체 사진을 찍습니다. 저녁이 되면 두 선생님 이규호(김갑수 분)와 한동희(장성범 분)가 이곳에 와서 술을 마시고 규호는 성범에게 댄스 동아리를 맡아달라고 부탁한다.,매일 00시 - 24시 (7-8월 개장),정보없음,연중무휴,부산광역시 수영구 광안해변로 219,35.153308,129.118862,0516224251,20221125
3340,drama,땐뽀걸즈,어울마당로,playground,1회에서 김시은(박세완)은 당시 남자친구 이태순(연재형)을 찾아왔다.,매일 00시 - 24시,정보없음,연중무휴,서울특별시 마포구 어울마당로,37.55003,126.92113,0231538114,20221125
3341,drama,땐뽀걸즈,동작대교,playground,5회에서 김시은(박세완)은 당시 남자친구였던 이태선(연재형)을 만나러 가는 기차를 타고 이 다리를 건넌다.,매일 00시 - 24시,정보없음,연중무휴,서울특별시 용산구 이촌동 동작대교,37.51041,126.981893,0221998580,20221125
3342,drama,떼루아,에버랜드,playground,마지막 20회에서 김주혁(강태민)과 이우주(한혜진)가 프랑스로 떠나기 전 이곳을 찾는다.,매일 10시 - 22시 (시기별 상이),정보없음,연중무휴,경기도 용인시 처인구 포곡읍 에버랜드로 199,37.2896511,127.217242,0313205000,20221125
3343,drama,또! 오해영,낙산 해수욕장,playground,박도경이 친구들과 놀러간 해수욕장,매일 06시 - 24시,정보없음,연중무휴,강원도 양양군 강현면 해맞이길 59,38.1164806,128.63426,0336702518,20221118
3344,drama,또! 오해영,백마 화사랑,cafe,"박도경(에릭)은 2014년 고객 사진이 담긴 앨범을 집어들고 보던 중 ""사랑해줘서 고마워. 2016년 6월 10일' 이라고 적힌 메모를 보고 사진의 반대편에 다른 오해영(전혜빈)이 있었다는 걸 기억한다.",매일 11시 - 21시,정보없음,연중무휴,경기도 고양시 일산동구 애니골길 14-14,37.668656,126.79054,0319038020,20221125
3345,drama,또! 오해영,신통치킨 미금점,restaurant,또 다른 오해영(서현진)과 그녀의 절친 희란(하지은)이 '또 오해영' 15회에서 심쿵담을 나누러 간 치킨집이다.,매일 14시 - 02시,정보없음,연중무휴,경기도 성남시 분당구 성남대로172번길 12,37.351184,127.11006,0317150411,20221125
3346,drama,또! 오해영,13애비뉴,restaurant,두 오해영과 박도경이 만난 레스토랑,매일 11시 30분 - 22시,"평일 15시 - 17시 30분, 주말 17시 - 17시 30분",연중무휴,경기도 성남시 수정구 심곡로 13,37.4492393,127.103625,0317180013,20221118
3347,drama,또! 오해영,아다마스253,cafe,1회에서 박도경(에릭)과 오해영(서현진)은 이곳에서 만나고 서로 사랑에 빠지게 됩니다.,매일 11시 - 21시,16시 - 17시,연중무휴,경기도 파주시 탄현면 헤이리마을길 47,37.7877435,126.697996,0319491296,20221125
3348,drama,또! 오해영,아트갤러리카페,cafe,박도경이 술에 취한 한태진을 발견한 장소,"평일 10시 30분 - 19시, 주말 10시 30분 - 21시",정보없음,연중무휴,경기도 파주시 회동길 445-2,37.720434,126.693496,0319559181,20221118
3349,drama,또! 오해영,엘빈에비뉴라운지,restaurant,2회 회상 장면에서 이진상(김지석)이 박도경(에릭)에게 한태진(이재윤)이 어떻게 장한구 회장(강남길)으로부터 자금 지원을 받는지 그리고 도경이 어떻게 사장과의 친밀함을 활용해 그에게 다시 돌아오는지를 설명하는 모습을 볼 수 있다,월-토 19시 - (익일) 03시,정보없음,일요일,서울특별시 강남구 강남대로92길 13,37.4990249,127.02849,050713149449,20221125
3350,drama,또! 오해영,루카511,restaurant,"2회에서 박도경(에릭)과 어머니는 이곳 장한구(강남길) 회장과 저녁 약속을 하고, 이때 도경은 한태진(이재윤) 회장을 금전적으로 지원한다는 사실을 알게 된다.",매일 11시 30분 - 22시,15시 30분 - 17시,연중무휴,서울특별시 강남구 도산대로81길 40,37.526961,127.04688,025406640,20221125
3351,drama,또! 오해영,압구정나들목,playground,2회에서 이 터널은 박도경(에릭)이 미친 듯이 오해영(전혜빈)을 찾는데 마침내 그녀의 sns 계정에 다른 남자와 파리에 있다는 사실을 알게되는 회상 장면에 등장한다.,매일 00시 - 24시,정보없음,연중무휴,서울특별시 강남구 압구정동 압구정나들목,37.373988,126.43924,0234235114,20221125
3352,drama,또! 오해영,KT&G서울사옥,playground,"4화에서 해영(서현진)은 건물 안으로 걸어 들어가는 다른 해영(정해빈)을 발견하고, 엘리베이터에 발을 들여놓아 돌아서기 전까지 자신이라는 것을 깨닫지 못한다. 에피소드 후반, 해영(서현진)은 엘리베이터를 따라 달리는데, 안에 있던 남자들은 다른 해영(정해빈)이 달려올 때까지 엘리베이터를 열어두지 않는다.",매일 00시 - 24시,정보없음,연중무휴,서울특별시 강남구 영동대로 416,37.506558,127.06523,0234044300,20221125
3353,drama,또! 오해영,구룡근린공원,playground,13회에서 오해영(서현진)과 그녀의 친구 김희라(하시은)가 산책하러 이곳에 간다.,매일 00시 - 24시,정보없음,연중무휴,서울특별시 마포구 월드컵북로 456,37.582996,126.88385,0231538114,20221125
3354,drama,또! 오해영,하늘공원,playground,박도경(신화 문에릭)의 최애 스팟이다. 4화에서 오해영(서현진)이 그를 따라오는 동안 그는 반추하고 소리를 녹음하기 위해 여기로 간다.,매일 05시 - 22시 (월마다 유동적),정보없음,연중무휴,서울특별시 마포구 하늘공원로 95,37.567465,126.88546,023005501,20221125
3355,drama,또! 오해영,구포국수,restaurant,박도경과 오해영이 소주를 마신 국수집,월-토 11시 - (익일) 01시 30분,정보없음,일요일,서울특별시 성북구 성북로12길 2,37.592646,127.002638,027440218,20221118
3356,drama,또! 오해영,원효대교,playground,4회에서 박도경(에릭)과 오해영(서현진)은 응봉산 공원에 다녀온 직후.이 다리 옆 포장마차에 들렀다.,매일 00시 - 24시,정보없음,연중무휴,서울특별시 영등포구 여의도동 원효대교,37.527046,126.94571,0226703114,20221125
3357,drama,또! 오해영,달씨마켓,store,9회에서 오해영(서현진)과 박도경(에릭)이 키스를 한다.,정보없음,정보없음,정보없음,서울특별시 종로구 북촌로5가길 8-11,37.5802962,126.982443,027341020,20221125
3358,drama,또! 오해영,커피방앗간,cafe,4회에서 오해영(서현진)은 또 다른 오해영(전혜빈)과 여기 온다.,매일 08시 30분 - 23시,정보없음,연중무휴,서울특별시 종로구 북촌로5가길 8-11,37.5802962,126.982443,027327656,20221125
3359,drama,또! 오해영,율곡로3길,playground,4회에서 오해영(서현진)이 박도경(신화 에릭)을 향해 달려가고 그가 그녀를 잡은 바로 그 자리이다. 그는 그렇게 하고 그녀를 매우 꽉 잡고 이 제스처가 의미하는 바를 깨달을 때 둘 다 얼어붙습니다.,매일 00시 - 24시,정보없음,연중무휴,서울특별시 종로구 율곡로3길,37.577811,126.98239,0221481114,20221125
3360,drama,또! 오해영,모뜨,restaurant,오해영이 한태진과 오려고 예약한 레스토랑,화-일 11시 - 21시 30분,14시 30분 - 17시,월요일,서울특별시 종로구 평창30길 24,37.61176,126.97509,023796500,20221118
3361,drama,또! 오해영,스테이트 타워 남산,playground,장 회장(강남길)이 거주하는 저택의 내부 모습으로 나온다.,매일 00시 - 24시,정보없음,연중무휴,서울특별시 중구 퇴계로 100,37.560342,126.98297,0260205500,20221125
3362,drama,또! 오해영,라비두스,playground,18화에서 장회장(강남길)이 거주하는 저택으로 이곳의 외관이 촬영되었다,매일 00시 - 24시 (별도 문의),정보없음,연중무휴,서울특별시 중구 필동로5길 7,37.556652,126.99638,0222657000,20221125
3363,drama,또! 오해영,신성리 갈대밭,playground,박도경이 소리를 채집하던 갈대밭,매일 00시 - 24시,정보없음,연중무휴,충청남도 서천군 한산면 신성리 125-1,36.068336,126.86074,0419504224,20221118
3364,drama,라디오 로맨스,대우.삼성오피스텔,station,11회에서 송그림(김소현)이 라디오 PD 이강(박윤)과 오후를 보낸 후 버스 정류장에서 버스를 타고 이동한다.,매일 00시 - 24시,정보없음,연중무휴,경기도 고양시 일산동구 장항2동 대우.삼성오피스 정류장,37.583066,126.98721,03180757847,20221125
3365,drama,라디오 로맨스,일산호수공원,playground,11회에서 송극림(김소현)과 라디오 PD 이강(윤박)은 오후를 함께 보내는 이곳에 온다.,매일 08시 - 20시,정보없음,연중무휴,경기도 고양시 일산동구 호수로 731,37.658769,126.76252,0319099000,20221125
3366,drama,라디오 로맨스,화이트블럭,playground,7-8회에서는 지수호(윤두준)의 어머니 남주하(오현경 분)가 곧 오픈할 갤러리로 이 건물이 등장한다. 수호와 이강이 주하에게 찾아와 자신들의 의사를 밝히거나 자신의 의사를 확인한다.,"카페 평일 10시 30분 - 19시, 주말 10시 30분 - 21시, 전시 평일 11시 - 18시, 주말 11시 - 18시 30분",정보없음,연중무휴,경기도 파주시 탄현면 헤이리마을길 72,37.7889189,126.699592,0319924400,20221125
3367,drama,라디오 로맨스,엘빈에비뉴라운지,restaurant,2회에서 송그림(김소현)은 퇴근 후 지수호(윤두준)의 동료 배우들과 그의 새 드라마 동료들의 초대로 이곳 모임에 참석한다.,월-토 19시 - (익일) 03시,정보없음,일요일,서울특별시 강남구 강남대로92길 13,37.4990249,127.02849,050713149449,20221125
3368,drama,라디오 로맨스,미엘,cafe,"7화에서 라디오 PD 이강(윤박), 송그림(김소림) 현)과 지수호(윤두준)는 커피를 마시러 이곳에 오고, 수호는 이강이 무엇을 주문할지 알고 있는 그림에게 질투한다.",매일 11시 - 23시 50분,정보없음,연중무휴,서울특별시 강남구 도산대로67길 13-12 퍼즐하우스,37.5251522,127.043631,025122395,20221125
3369,drama,라디오 로맨스,루카511,restaurant,"7회에서 이곳에서 남주하(오현경), 지수호(윤두준) 엄마, 진태리(유라)가 만나  거래를 성사시킨다. 주하는 태리에게 수호와 사귄다는 소문을 퍼뜨려달라고 부탁하고, 정다슬(서예슬)은 주하에게 약속을 지킬 수 있게 해달라고 애원한다.",매일 11시 30분 - 22시,15시 30분 - 17시,연중무휴,서울특별시 강남구 도산대로81길 40,37.526961,127.04688,025406640,20221125
3370,drama,라디오 로맨스,약수집,restaurant,6회에서 베테랑 라디오 DJ 문성우(윤주상)에게 스튜디오를 빌려달라고 설득하기 위해 간다.,매일 10시 - 22시,정보없음,연중무휴,서울특별시 노원구 동일로250길 83,37.682716,127.0599,029342269,20221125
3371,drama,라디오 로맨스,어울마당로,playground,5회에서 옛 상사에게 강요당해 산타리나장을 한 송그림(김소현)은 방송 중 마포관광정보센터[마포관광정보센터] 앞에서 제이의 '오후 6시에 만나자' 광고를 한다.,매일 00시 - 24시,정보없음,연중무휴,서울특별시 마포구 어울마당로,37.55003,126.92113,0231538114,20221125
3372,drama,라디오 로맨스,LP바 제플린,restaurant,13회에서 이강 PD(박윤)의 휴식처이다,월-토 18시 - (익일) 01시,정보없음,일요일,서울특별시 서초구 사평대로56길 8 양정빌딩 지하1층,37.503238,127.02298,050714069727,20221125
3373,drama,라디오 로맨스,콘래드 서울 호텔,stay,1회 지수호(윤두준) 새 드라마 제작발표회가 이곳에서 열렸다. 라디오 DJ 겸 아이돌 강민우(카메오 유권)가 라디오를 하지 않고 펜트하우스 스위트룸에서 친구들과 파티를 하고 송그림(김소현)이 찾아온 이 호텔도 이곳이다.,"매일 입실 16시, 퇴실 11시",정보없음,연중무휴,서울특별시 영등포구 국제금융로 10 서울 국제금융 센터,37.525497,126.92681,0261377000,20221125
3374,drama,라디오 로맨스,여의도 KBS방송국,playground,이곳은 송그림(김소현)이 이강(윤박) 밑에서 작가로 활동하는 라디오 방송국으로 등장한다.,매일 00시 - 24시,정보없음,연중무휴,서울특별시 영등포구 여의공원로 13,37.52563,126.91633,027811000,20221125
3375,drama,라디오 로맨스,보성여중고입구 정류장,station,"16회 회상으로, 어린 지수호(윤두준), 그의 가장 친한 친구 우지우(이의웅), 송그림(김소현)이 여기에서 버스를 타는 것을 본다.",매일 00시 - 24시,정보없음,연중무휴,서울특별시 용산구 용산동2가 1-1144,37.546261,126.98561,0221998420,20221125
3376,drama,라디오 로맨스,쌍대포소금구이 본점,restaurant,"3회에서 라디오팀이 드디어 결성되었을 때, 첫 팀 나들이를 하러 이곳에 옵니다.","일-목 09시 - 22시 50분, 금-토 09시 - 23시 50분",정보없음,연중무휴,서울특별시 용산구 청파로 291,37.545541,126.97006,050714741637,20221125
3377,drama,라디오 로맨스,낙산공원,playground,"9화에서 지수호(윤두준)와 송규림(김소현)이 이곳으로 와, 그들은 그들의 가족에 대해 이야기하고 그녀는 이제 그의 침묵이 그의 방식이라는 것을 이해하고 그가 울고 있는 동안 그녀는 마침내 그를 포옹한다고 그에게 말한다.",매일 00시 - 24시,정보없음,연중무휴,서울특별시 종로구 낙산길 41,37.580667,127.00746,027437985,20221125
3378,drama,라디오 로맨스,광화문 광장 이순신장군동상,playground,1회에서 동상이 등장한다.,매일 00시 - 24시,정보없음,연중무휴,서울특별시 종로구 세종대로 175,37.5706546,126.976661,,20221125
3379,drama,라디오 로맨스,인천국제공항,playground,1회에서 라디오 DJ 겸 아이돌 강민우(유권)는 모든 것을 버리고 한국을 떠나기로 결심한다. 송그림(김소현)은 이 공항에서 절망적으로 그가 떠나지 않게 하려고 매달린다.,매일 00시 - 24시,정보없음,연중무휴,인천광역시 중구 공항로 272,37.44919,126.4514,15772600,20221125
